,class
HP:0004802,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004804,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004808,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0004810,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004820,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0004823,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004826,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004828,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));
HP:0004840,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004844,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004846,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004859,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004860,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004870,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004871,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0004875,(Abnormality of the respiratory system(呼吸系统异常));
HP:0004878,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0004880,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0004885,(Abnormality of the respiratory system(呼吸系统异常));
HP:0004887,(Abnormality of the respiratory system(呼吸系统异常));
HP:0004889,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the musculature(肌肉组织异常));
HP:0004890,(Abnormality of the respiratory system(呼吸系统异常));
HP:0004894,(Abnormality of the respiratory system(呼吸系统异常));
HP:0004897,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004904,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004905,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004906,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004912,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004915,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004918,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004923,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004924,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0004926,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004927,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004930,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004931,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004933,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004934,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004935,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004936,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004937,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004942,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004943,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004944,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004947,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004948,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004950,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004959,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004962,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004963,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004966,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004968,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0004969,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004970,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0004971,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of the respiratory system(呼吸系统异常));
HP:0004976,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0004979,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0004987,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0004991,(Abnormality of the skeletal system(骨骼系统异常));(Growth abnormality(生长异常));(Abnormality of limbs(肢体异常));
HP:0004993,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005001,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005008,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005009,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005011,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005017,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005019,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005025,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005026,(Abnormality of the skeletal system(骨骼系统异常));(Growth abnormality(生长异常));(Abnormality of limbs(肢体异常));
HP:0005037,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005039,(Abnormality of the skeletal system(骨骼系统异常));(Neoplasm(肿瘤));
HP:0005048,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005059,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005069,(Abnormality of the skeletal system(骨骼系统异常));(Growth abnormality(生长异常));(Abnormality of limbs(肢体异常));
HP:0005072,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005085,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005096,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005101,(Abnormality of the ear(耳部异常));
HP:0005102,(Abnormality of the ear(耳部异常));
HP:0005103,(Abnormality of the ear(耳部异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005104,(Abnormality of head and neck(头部和颈部的异常));
HP:0005105,(Abnormality of head and neck(头部和颈部的异常));
HP:0005106,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005107,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005108,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005109,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005110,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005112,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005113,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005115,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005116,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005120,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005121,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005133,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005134,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005135,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005144,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005145,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005148,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005150,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005155,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005162,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005164,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005165,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005174,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005176,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005177,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005180,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005181,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005184,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005199,(Abnormality of the musculature(肌肉组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0005200,(Abnormality of the digestive system(消化系统异常));
HP:0005203,(Abnormality of the digestive system(消化系统异常));
HP:0005208,(Abnormality of the digestive system(消化系统异常));
HP:0005211,(Abnormality of the digestive system(消化系统异常));
HP:0005212,(Abnormality of the digestive system(消化系统异常));
HP:0005213,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0005214,(Abnormality of the digestive system(消化系统异常));
HP:0005216,(Abnormality of the nervous system(神经系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0005220,(Neoplasm(肿瘤));(Abnormality of the nervous system(神经系统异常));(Abnormality of the digestive system(消化系统异常));(Abnormality of the integument(体壁的异常));
HP:0005222,(Abnormality of the digestive system(消化系统异常));
HP:0005223,(Abnormality of the digestive system(消化系统异常));
HP:0005224,(Abnormality of the immune system(免疫系统异常));(Abnormality of the digestive system(消化系统异常));
HP:0005225,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the digestive system(消化系统异常));
HP:0005227,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0005229,(Abnormality of the digestive system(消化系统异常));
HP:0005230,(Abnormality of the digestive system(消化系统异常));
HP:0005233,(Abnormality of the digestive system(消化系统异常));
HP:0005235,(Abnormality of the digestive system(消化系统异常));
HP:0005240,(Abnormality of the digestive system(消化系统异常));
HP:0005242,(Abnormality of the digestive system(消化系统异常));
HP:0005244,(Abnormality of the digestive system(消化系统异常));
HP:0005245,(Abnormality of the digestive system(消化系统异常));
HP:0005247,(Abnormality of the musculature(肌肉组织异常));(Abnormality of the digestive system(消化系统异常));
HP:0005248,(Abnormality of the digestive system(消化系统异常));
HP:0005249,(Abnormality of the digestive system(消化系统异常));
HP:0005250,(Abnormality of the digestive system(消化系统异常));
HP:0005253,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005257,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005258,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));
HP:0005261,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005263,(Abnormality of the digestive system(消化系统异常));
HP:0005264,(Abnormality of the digestive system(消化系统异常));
HP:0005266,(Neoplasm(肿瘤));(Abnormality of the digestive system(消化系统异常));
HP:0005267,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0005268,(Abnormality of prenatal development or birth(胎儿产前发育或出生异常));
HP:0005272,(Abnormality of head and neck(头部和颈部的异常));
HP:0005273,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005274,(Abnormality of head and neck(头部和颈部的异常));
HP:0005280,(Abnormality of head and neck(头部和颈部的异常));
HP:0005281,(Abnormality of head and neck(头部和颈部的异常));
HP:0005285,(Abnormality of head and neck(头部和颈部的异常));
HP:0005288,(Abnormality of head and neck(头部和颈部的异常));
HP:0005293,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005294,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005295,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005301,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005302,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005305,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005306,(Abnormality of the cardiovascular system(心血管系统异常));(Neoplasm(肿瘤));
HP:0005307,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005310,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005313,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005317,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005318,(Abnormality of the nervous system(神经系统异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005320,(Abnormality of the integument(体壁的异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005325,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0005327,(Abnormality of head and neck(头部和颈部的异常));
HP:0005328,(Abnormality of the integument(体壁的异常));
HP:0005329,(Abnormality of head and neck(头部和颈部的异常));
HP:0005335,(Abnormality of head and neck(头部和颈部的异常));
HP:0005338,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0005339,(Abnormality of the immune system(免疫系统异常));
HP:0005340,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005341,(Abnormality of the nervous system(神经系统异常));
HP:0005343,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005344,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005345,(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005348,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005353,(Abnormality of the immune system(免疫系统异常));
HP:0005354,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the immune system(免疫系统异常));
HP:0005356,(Abnormality of the immune system(免疫系统异常));
HP:0005359,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0005365,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));
HP:0005366,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0005368,(Abnormality of the immune system(免疫系统异常));
HP:0005374,(Abnormality of the immune system(免疫系统异常));
HP:0005390,(Abnormality of the immune system(免疫系统异常));
HP:0005401,(Abnormality of the immune system(免疫系统异常));
HP:0005403,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));
HP:0005406,(Abnormality of the integument(体壁的异常));(Abnormality of the immune system(免疫系统异常));
HP:0005407,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));
HP:0005416,(Abnormality of the immune system(免疫系统异常));
HP:0005419,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the immune system(免疫系统异常));
HP:0005421,(Abnormality of the immune system(免疫系统异常));
HP:0005425,(Abnormality of the respiratory system(呼吸系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0005429,(Abnormality of the immune system(免疫系统异常));
HP:0005435,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of the immune system(免疫系统异常));
HP:0005439,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005446,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005450,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005453,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005458,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005461,(Abnormality of head and neck(头部和颈部的异常));
HP:0005462,(Abnormality of the nervous system(神经系统异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005464,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005465,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005466,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005469,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005472,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005474,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005483,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005484,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the nervous system(神经系统异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005487,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005490,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005494,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005495,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005505,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005506,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0005508,(Neoplasm(肿瘤));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the immune system(免疫系统异常));
HP:0005513,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005517,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));
HP:0005518,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005521,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005522,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005523,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));
HP:0005526,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0005528,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005547,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0005550,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0005558,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Neoplasm(肿瘤));(Abnormality of the immune system(免疫系统异常));
HP:0005561,(Abnormality of blood and blood-forming tissues(血液和造血组织异常));
HP:0005562,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005574,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005576,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005580,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0005584,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Neoplasm(肿瘤));
HP:0005585,(Abnormality of the integument(体壁的异常));
HP:0005587,(Abnormality of the integument(体壁的异常));
HP:0005588,(Abnormality of the integument(体壁的异常));
HP:0005590,(Abnormality of the integument(体壁的异常));
HP:0005592,(Abnormality of the integument(体壁的异常));
HP:0005595,(Abnormality of the integument(体壁的异常));
HP:0005597,(Abnormality of the integument(体壁的异常));
HP:0005598,(Abnormality of the integument(体壁的异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0005599,(Abnormality of the integument(体壁的异常));
HP:0005600,(Abnormality of the integument(体壁的异常));
HP:0005603,(Abnormality of the integument(体壁的异常));
HP:0005607,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005609,(Abnormality of the digestive system(消化系统异常));
HP:0005613,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005616,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005622,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005625,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005626,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005640,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005643,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005645,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005650,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005656,(Abnormality of limbs(肢体异常));
HP:0005659,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005665,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005679,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005681,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005684,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005686,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005687,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005689,(Abnormality of the integument(体壁的异常));(Abnormality of limbs(肢体异常));
HP:0005692,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005696,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005700,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005701,(Abnormality of the skeletal system(骨骼系统异常));(Neoplasm(肿瘤));
HP:0005709,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005716,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005725,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005731,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005736,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005743,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005745,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005750,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005758,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005764,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005769,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005772,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005775,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005781,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005789,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005791,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005792,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005793,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005807,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005815,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005819,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005830,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005831,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005844,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005853,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005855,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005856,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005857,(Abnormality of the nervous system(神经系统异常));
HP:0005863,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005867,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005868,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005871,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005872,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005876,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0005879,(Abnormality of the musculature(肌肉组织异常));(Abnormality of limbs(肢体异常));(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));
HP:0005880,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005900,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005912,(Abnormality of the digestive system(消化系统异常));
HP:0005914,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005916,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005917,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005922,(Abnormality of limbs(肢体异常));
HP:0005927,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of limbs(肢体异常));
HP:0005930,(Abnormality of the skeletal system(骨骼系统异常));
HP:0005934,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005938,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005943,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005944,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005949,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005950,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005956,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005957,(Abnormality of the respiratory system(呼吸系统异常));
HP:0005961,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005968,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005972,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005974,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005976,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005978,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005979,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005984,(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
HP:0005986,(Abnormality of head and neck(头部和颈部的异常));
HP:0005987,(Abnormality of the endocrine system(内分泌系统异常));
HP:0005988,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the musculature(肌肉组织异常));
HP:0005989,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
